pop,month,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
KYO,Nov,11.915445,12.14324,12.79794,11.22565,9.26819,13.93715,13.44991,11.57816,12.9092,11.76722,11.671175,12.22198,11.505005,13.509625,10.797665,11.32416,12.704855,13.77085,12.008545,10.88658,13.027345
KYO,Dec,7.774085,6.381705,6.615675,6.14697,6.5085,6.983835,8.256585,3.430395,7.24276,7.471575,7.370235,6.81575,7.212545,6.116865,4.870345,5.988075,4.958695,8.56161,7.70125,5.1674,7.747145
TAK,Jan,3.858905,3.620534,4.64018,2.6515925,4.21898,2.613418,3.3200845,3.549575,2.7450038,4.72281,3.590526,3.8705845,3.5174585,1.73791,3.172099,2.978929,3.485007,3.757245,4.490015,3.7700955,3.01678105
TAK,Feb,5.41375,3.0634175,2.2192885,3.972954,4.662325,4.53207,4.9805595,3.6335975,4.026286,5.9792,2.5271015,5.48293,5.31175,4.850069,2.7238001,3.3412095,4.069563,4.51397,5.3921,3.7302025,2.9810045
TAK,Mar,8.30553,8.086335,5.882375,6.966355,8.88463,6.312515,7.4347,6.464385,6.14369,7.42341,8.199205,7.75869,7.217075,5.64565,6.764175,8.427765,7.44466,8.03845,8.420085,6.876605,9.154905
TAK,Apr,15.55245,12.40501,11.936705,13.041305,14.4484,13.109915,14.03348,13.608615,11.17564,12.15231,13.028855,12.989815,11.300095,11.52448,12.62617,12.098995,12.662105,13.934955,14.2715,13.45713,14.71003
TAK,May,19.3587,17.73245,18.4018,18.6449,17.42445,18.09055,18.78835,17.0083,17.4038,17.5148,18.01065,18.00955,16.9623,17.58135,17.38735,17.65205,18.055,19.66055,19.1323,19.3005,18.4118
TAK,Jun,21.25085,21.6903,21.60765,22.28625,21.8455,21.4519,22.9696,23.20065,21.84105,21.961,21.19135,22.28685,22.49685,23.11215,21.3009,22.8455,23.1035,21.5829,22.13315,20.96075,22.2448
TAK,Jul,25.9984,25.12615,27.3532,27.64275,27.3669,23.071,27.5786,25.70755,25.382,24.08395,27.48075,25.9031,26.65195,27.19735,26.46975,27.1829,26.54715,26.08345,26.3691,27.56295,28.57595
TAK,Aug,27.5075,27.1832,28.34495,26.7806,27.6094,26.5854,26.8433,27.34655,28.11435,28.0238,27.2669,26.1886,29.15965,28.04905,28.51695,28.39385,26.77275,27.3648,28.2835,27.58585,28.7716
TAK,Sep,23.9663,25.3097,24.01095,22.2904,23.25295,24.2272,24.36805,24.57545,22.8006,25.19505,22.94475,22.64075,24.98435,24.18425,25.0338,23.51795,22.47835,22.10785,24.4844,22.6038,22.7411
TAK,Oct,19.1658,17.84815,17.58335,17.26585,17.0911,15.96375,17.2569,18.28985,18.41635,17.92075,17.72885,17.28935,18.22615,17.69655,17.6751,19.23565,17.90755,17.06505,18.58745,17.0387,17.83675
TAK,Nov,11.34279,11.85123,12.35308,10.71648,8.89018,13.39045,13.183295,10.93904,12.467075,11.29202,11.25626,11.755335,11.075085,13.020965,10.573995,10.903725,12.15672,13.150115,11.507765,10.44702,12.64162
